54	phonalign_54	Andean	"horn"	50	18	9	Inkawasi;Cajamarca;Corongo;Caraz;Chavín;Huancayo;Huancavelica;Cuzco;Puno;Taquile;Apolobamba;Cochabamba;Sucre;Kawki;Jaqaru;Huancané;Tiwanaku;Oruro
55	phonalign_55	Andean	"tail"	67	15	4	Chimborazo;Tena;Inkawasi;Cajamarca;Corongo;Caraz;Chavín;Huancayo;Huancavelica;Cuzco;Puno;Taquile;Apolobamba;Cochabamba;Sucre
56	phonalign_56	Andean	"tail"	64	5	4	Kawki;Jaqaru;Huancané;Tiwanaku;Oruro
57	phonalign_57	Andean	"person "	67	5	3	Kawki;Jaqaru;Huancané;Tiwanaku;Oruro
58	phonalign_58	Andean	"person "	67	14	4	Chimborazo;Tena;Inkawasi;Corongo;Caraz;Chavín;Huancayo;Huancavelica;Cuzco;Puno;Taquile;Apolobamba;Cochabamba;Sucre
59	phonalign_59	Andean	"woman"	64	20	7	Chimborazo;Tena;Inkawasi;Cajamarca;Corongo;Caraz;Chavín;Huancayo;Huancavelica;Cuzco;Puno;Taquile;Apolobamba;Cochabamba;Sucre;Kawki;Jaqaru;Huancané;Tiwanaku;Oruro
60	phonalign_60	Andean	"name"	41	19	8	Chimborazo;Tena;Inkawasi;Cajamarca;Corongo;Caraz;Chavín;Huancayo;Huancavelica;Cuzco;Puno;Taquile;Apolobamba;Sucre;Kawki;Jaqaru;Huancané;Tiwanaku;Oruro
61	phonalign_61	Andean	"day"	56	5	3	Kawki;Jaqaru;Huancané;Tiwanaku;Oruro
62	phonalign_62	Andean	"day"	42	11	11	Chimborazo;Tena;Cajamarca;Huancayo;Huancavelica;Cuzco;Puno;Taquile;Apolobamba;Cochabamba;Sucre
63	phonalign_63	Andean	"day"	58	4	3	Inkawasi;Corongo;Caraz;Chavín
64	phonalign_64	Andean	"day"	58	4	3	Inkawasi;Corongo;Caraz;Chavín
65	phonalign_65	Andean	"night"	73	3	3	Corongo;Caraz;Chavín
66	phonalign_66	Andean	"night"	65	12	5	Chimborazo;Tena;Inkawasi;Cajamarca;Huancayo;Huancavelica;Cuzco;Puno;Taquile;Apolobamba;Cochabamba;Sucre
67	phonalign_67	Andean	"night"	60	5	3	Kawki;Jaqaru;Huancané;Tiwanaku;Oruro
68	phonalign_68	Andean	"sun"	50	17	5	Chimborazo;Tena;Caraz;Chavín;Huancayo;Huancavelica;Cuzco;Puno;Taquile;Apolobamba;Cochabamba;Sucre;Kawki;Jaqaru;Huancané;Tiwanaku;Oruro
69	phonalign_69	Andean	"sun"	60	3	3	Inkawasi;Cajamarca;Corongo
70	phonalign_70	Andean	"moon"	58	14	6	Chimborazo;Tena;Inkawasi;Cajamarca;Corongo;Caraz;Chavín;Huancayo;Cuzco;Puno;Taquile;Apolobamba;Cochabamba;Sucre
71	phonalign_71	Andean	"moon"	40	5	4	Kawki;Jaqaru;Huancané;Tiwanaku;Oruro
72	phonalign_72	Andean	"world"	56	20	10	Chimborazo;Tena;Inkawasi;Cajamarca;Corongo;Caraz;Chavín;Huancayo;Huancavelica;Cuzco;Puno;Taquile;Apolobamba;Cochabamba;Sucre;Kawki;Jaqaru;Huancané;Tiwanaku;Oruro
73	phonalign_73	Andean	"water"	65	11	6	Chimborazo;Tena;Inkawasi;Cajamarca;Corongo;Caraz;Chavín;Huancayo;Huancavelica;Cochabamba;Sucre
74	phonalign_74	Andean	"water"	44	4	3	Cuzco;Puno;Taquile;Apolobamba
75	phonalign_75	Andean	"lake"	39	19	11	Chimborazo;Inkawasi;Cajamarca;Corongo;Caraz;Chavín;Huancayo;Huancavelica;Cuzco;Puno;Taquile;Apolobamba;Cochabamba;Sucre;Kawki;Jaqaru;Huancané;Tiwanaku;Oruro
76	phonalign_76	Andean	"fire"	67	18	3	Chimborazo;Tena;Inkawasi;Cajamarca;Corongo;Caraz;Chavín;Huancayo;Cuzco;Puno;Taquile;Apolobamba;Cochabamba;Kawki;Jaqaru;Huancané;Tiwanaku;Oruro
77	phonalign_77	Bai	"bee"	28	17	10	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
78	phonalign_78	Bai	"intestine, gut"	33	16	14	Dashi;Ega;Enqi;Eryuan;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
79	phonalign_79	Bai	"to itch"	41	9	7	Dashi;Ega;Enqi;Gongxing;Jinman;Jianxing;Mazhelong;Tuoluo;Zhoucheng
80	phonalign_80	Bai	"behind"	17	17	14	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
81	phonalign_81	Bai	"big"	25	17	12	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
82	phonalign_82	Bai	"bird"	39	17	13	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
83	phonalign_83	Bai	"bitter"	31	17	7	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
84	phonalign_84	Bai	"black"	27	16	5	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Xiangyun;Yunlong;Zhoucheng
85	phonalign_85	Bai	"blood"	56	17	7	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
86	phonalign_86	Bai	"to blow"	41	17	7	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
87	phonalign_87	Bai	"to boil"	50	16	7	Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
88	phonalign_88	Bai	"ant"	34	17	14	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
89	phonalign_89	Bai	"bone"	38	17	10	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
90	phonalign_90	Bai	"breast "	36	16	9	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
91	phonalign_91	Bai	"bridge "	22	17	7	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
92	phonalign_92	Bai	"buckwheat"	36	17	9	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
93	phonalign_93	Bai	"to buy"	45	17	9	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
94	phonalign_94	Bai	"chicken"	28	17	9	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
95	phonalign_95	Bai	"to chirp"	35	14	9	Dashi;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong
96	phonalign_96	Bai	"to ask"	30	17	9	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
97	phonalign_97	Bai	"chopsticks"	16	16	13	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Yunlong;Zhoucheng
98	phonalign_98	Bai	"classifier (chicken)"	27	16	12	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Yunlong;Zhoucheng
99	phonalign_99	Bai	"classifier (grain of rice)"	37	16	10	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Tuoluo;Xiangyun;Yunlong;Zhoucheng
100	phonalign_100	Bai	"classifier (clothes)"	56	16	10	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
101	phonalign_101	Bai	"to close"	51	13	6	Dashi;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jianxing;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong
102	phonalign_102	Bai	"cloth"	43	11	8	Dashi;Ega;Enqi;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Tuoluo
103	phonalign_103	Bai	"cold"	36	17	6	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
104	phonalign_104	Bai	"comb"	21	17	16	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
105	phonalign_105	Bai	"to comb"	27	8	7	Eryuan;Heqing;Jianchuan;Luobenzhuo;Lanping;Qiliqiao;Xiangyun;Yunlong
106	phonalign_106	Bai	"to cry"	28	16	13	Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
107	phonalign_107	Bai	"to cut"	25	17	12	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
108	phonalign_108	Bai	"to cut up"	29	15	10	Dashi;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
109	phonalign_109	Bai	"daughter"	33	16	12	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
110	phonalign_110	Bai	"day"	32	13	8	Dashi;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Xiangyun;Zhoucheng
111	phonalign_111	Bai	"to die"	53	17	5	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
112	phonalign_112	Bai	"dog"	37	17	11	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
113	phonalign_113	Bai	"door"	38	17	6	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
114	phonalign_114	Bai	"dragon "	36	17	12	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
115	phonalign_115	Bai	"bamboo"	19	17	13	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
116	phonalign_116	Bai	"to drink"	25	16	9	Dashi;Ega;Enqi;Eryuan;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
117	phonalign_117	Bai	"dry"	34	17	10	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
118	phonalign_118	Bai	"early"	33	17	10	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
119	phonalign_119	Bai	"earring"	22	16	15	Dashi;Ega;Enqi;Eryuan;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
120	phonalign_120	Bai	"earth"	30	17	8	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
121	phonalign_121	Bai	"earthworm, worm "	15	17	16	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
122	phonalign_122	Bai	"to eat"	34	17	7	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
123	phonalign_123	Bai	"egg"	49	17	9	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
124	phonalign_124	Bai	"eight"	34	17	8	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
125	phonalign_125	Bai	"bark"	19	14	13	Dashi;Eryuan;Gongxing;Heqing;Jianchuan;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
126	phonalign_126	Bai	"eye"	34	17	10	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
127	phonalign_127	Bai	"to fall down, to drop"	21	13	10	Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Qiliqiao;Yunlong;Zhoucheng
128	phonalign_128	Bai	"far"	32	17	10	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
129	phonalign_129	Bai	"finger "	22	17	16	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
130	phonalign_130	Bai	"fingernail"	27	17	16	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
131	phonalign_131	Bai	"fire"	40	17	8	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
132	phonalign_132	Bai	"firewood"	32	17	12	Dashi;Ega;Enqi;Eryuan;Gongxing;Heqing;Jianchuan;Jinman;Jianxing;Luobenzhuo;Lanping;Mazhelong;Qiliqiao;Tuoluo;Xiangyun;Yunlong;Zhoucheng
